communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop,state_1,state_2,state_4,state_5,state_6,state_8,state_9,state_10,state_11,state_12,state_13,state_16,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_27,state_28,state_29,state_32,state_33,state_34,state_35,state_36,state_37,state_38,state_39,state_40,state_41,state_42,state_44,state_45,state_46,state_47,state_48,state_49,state_50,state_51,state_53,state_54,state_55,state_56,>0.06black,high_crime
LaPortecity,5,0.03,0.65,0.14,0.78,0.06,0.26,0.47,0.49,0.27,0.13,0.04,1.0,0.5,0.84,0.37,0.38,0.21,0.18,0.25,0.46,0.32,0.32,0.26,0.23,0.28,0.33,0.02,0.22,0.22,0.3,0.22,0.3,0.67,0.55,0.31,0.45,0.34,0.6,0.24,0.53,0.58,0.67,0.76,0.74,0.83,0.69,0.44,0.4,0.01,0.13,0.01,0.19,0.23,0.25,0.32,0.06,0.06,0.06,0.07,0.79,0.09,0.33,0.35,0.7,0.69,0.67,0.66,0.29,0.31,0.5,0.04,0.67,0.66,0.22,0.61,0.75,0.29,0.33,0.11,0.09,0.08,0.29,0.29,0.33,0.34,0.26,0.3,0.4,0.0,0.0,0.13,0.63,0.47,0.78,0.78,0.05,0.12,0.0,0.0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NorthRichlandHillscity,7,0.06,0.47,0.04,0.91,0.1,0.11,0.42,0.52,0.31,0.2,0.07,1.0,0.44,0.79,0.34,0.47,0.21,0.06,0.28,0.42,0.37,0.36,0.27,0.17,0.35,0.44,0.02,0.12,0.11,0.21,0.35,0.24,0.77,0.38,0.23,0.29,0.45,0.48,0.26,0.57,0.55,0.48,0.74,0.76,0.81,0.73,0.7,0.69,0.01,0.09,0.01,0.28,0.39,0.59,0.7,0.07,0.08,0.11,0.12,0.89,0.06,0.15,0.16,0.52,0.58,0.43,0.58,0.13,0.35,0.5,0.06,0.74,0.55,0.09,0.3,0.81,0.17,0.08,0.18,0.17,0.15,0.36,0.34,0.37,0.35,0.35,0.49,0.31,0.0,0.0,0.1,0.61,0.41,0.64,0.66,0.05,0.21,0.0,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SanBrunocity,6,0.05,0.44,0.08,0.57,1.0,0.34,0.31,0.5,0.29,0.33,0.06,1.0,0.5,0.69,0.22,0.58,0.31,0.21,0.45,0.5,0.45,0.48,0.34,0.25,0.37,0.48,0.02,0.11,0.19,0.26,0.33,0.22,0.63,0.18,0.27,0.3,0.4,0.52,0.55,0.53,0.54,0.53,0.68,0.68,0.82,0.66,0.75,0.66,0.01,0.17,0.06,0.31,0.34,0.42,0.47,0.52,0.5,0.57,0.57,0.47,0.31,0.32,0.27,0.45,0.46,0.44,0.55,0.4,0.62,0.0,0.03,0.88,0.55,0.14,0.22,0.44,0.05,0.23,0.84,0.81,0.78,0.75,0.71,0.85,0.71,0.56,0.74,0.19,0.0,0.0,0.72,0.52,0.57,0.62,0.74,0.02,0.51,0.35,0.0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GlenRockborough,8,0.0,0.53,0.04,0.88,0.36,0.03,0.3,0.27,0.16,0.51,0.02,1.0,0.89,0.65,0.2,0.84,0.56,0.03,0.61,0.86,0.78,0.77,0.59,0.0,0.53,0.85,0.0,0.02,0.05,0.07,0.88,0.07,0.57,0.32,0.58,0.06,0.91,0.07,0.28,0.17,0.13,0.49,0.97,0.97,0.98,0.72,0.26,0.36,0.0,0.05,0.01,0.21,0.59,0.54,0.5,0.14,0.35,0.29,0.24,0.81,0.07,0.13,0.16,0.59,0.57,0.43,0.94,0.02,0.08,0.5,0.0,0.92,0.93,0.0,0.45,0.23,0.01,0.06,0.71,0.69,0.64,0.96,0.98,1.0,1.0,0.65,0.58,0.68,0.0,0.0,0.28,0.4,0.89,0.77,0.69,0.01,0.33,0.76,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NationalCitycity,4,0.07,0.97,0.16,0.1,1.0,0.92,0.64,0.78,0.64,0.28,0.09,1.0,0.17,0.54,0.16,0.19,0.38,0.99,0.51,0.15,0.12,0.18,0.23,0.24,0.19,0.23,0.09,0.56,0.73,0.73,0.13,0.53,0.48,0.41,0.27,0.56,0.14,0.47,0.77,0.65,0.57,0.84,0.4,0.39,0.45,0.36,0.21,0.12,0.05,0.45,0.13,0.43,0.52,0.58,0.62,1.0,1.0,1.0,1.0,0.01,0.91,0.8,0.78,0.81,0.8,0.82,0.15,1.0,0.84,0.0,0.02,0.9,0.19,0.11,0.27,0.48,0.27,0.23,0.27,0.26,0.25,0.37,0.39,0.44,0.35,0.69,0.61,0.11,0.0,0.02,1.0,0.3,0.3,0.48,0.29,0.02,0.6,0.34,0.0,0.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Winchestercity,10,0.02,0.32,0.2,0.83,0.06,0.02,0.38,0.52,0.37,0.5,0.0,0.0,0.24,0.54,0.3,0.42,0.49,0.26,0.42,0.27,0.31,0.32,0.22,0.26,0.3,0.25,0.02,0.29,0.51,0.54,0.29,0.27,0.56,0.46,0.34,0.54,0.38,0.72,0.44,0.64,0.7,0.36,0.55,0.55,0.5,0.57,0.76,0.8,0.01,0.32,0.0,0.3,0.54,0.59,0.57,0.05,0.08,0.08,0.07,0.95,0.02,0.14,0.12,0.29,0.33,0.32,0.31,0.11,0.52,0.5,0.04,0.71,0.32,0.18,0.27,0.42,0.58,0.57,0.18,0.19,0.22,0.27,0.28,0.31,0.29,0.37,0.32,0.36,0.0,0.0,0.07,0.57,0.44,0.36,0.47,0.02,0.2,0.04,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
WinterHavencity,2,0.02,0.23,0.44,0.64,0.03,0.04,0.25,0.3,0.2,0.95,0.04,1.0,0.2,0.21,0.3,0.47,0.89,0.3,0.79,0.24,0.31,0.37,0.17,0.15,0.32,0.27,0.03,0.35,0.37,0.5,0.27,0.41,0.22,0.18,0.44,0.28,0.4,0.63,0.27,0.65,0.67,0.25,0.32,0.29,0.37,0.23,0.56,0.61,0.03,0.38,0.01,0.27,0.3,0.42,0.43,0.08,0.07,0.09,0.09,0.91,0.04,0.19,0.16,0.23,0.25,0.26,0.48,0.17,0.73,0.0,0.09,0.39,0.48,0.13,0.41,0.67,0.48,0.32,0.11,0.1,0.11,0.18,0.23,0.27,0.23,0.63,0.48,0.18,0.02,0.01,0.11,0.34,0.45,0.63,0.51,0.03,0.17,0.03,0.0,0.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Auburncity,6,0.0,0.26,0.01,0.95,0.09,0.08,0.28,0.32,0.19,0.64,0.0,0.0,0.35,0.21,0.44,0.57,0.63,0.48,0.72,0.42,0.45,0.43,0.42,0.31,0.33,0.43,0.01,0.21,0.17,0.24,0.42,0.22,0.39,0.2,0.5,0.19,0.55,0.68,0.25,0.73,0.74,0.29,0.57,0.63,0.77,0.61,0.41,0.6,0.0,0.16,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.9,0.09,0.11,0.1,0.27,0.36,0.22,0.47,0.11,0.58,0.0,0.01,0.86,0.44,0.12,0.11,0.65,0.06,0.36,0.38,0.42,0.47,0.41,0.43,0.51,0.43,0.79,0.63,0.22,0.0,0.0,0.13,0.6,0.35,0.48,0.83,0.02,0.14,0.02,0.0,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IdahoFallscity,8,0.05,0.48,0.01,0.93,0.07,0.08,0.49,0.51,0.31,0.32,0.07,1.0,0.3,0.68,0.44,0.51,0.36,0.23,0.4,0.31,0.27,0.26,0.3,0.16,0.35,0.22,0.04,0.27,0.17,0.26,0.41,0.27,0.59,0.19,0.68,0.29,0.59,0.49,0.33,0.5,0.51,0.6,0.73,0.78,0.77,0.72,0.44,0.5,0.01,0.08,0.01,0.21,0.34,0.5,0.47,0.04,0.05,0.07,0.06,0.92,0.06,0.49,0.44,0.52,0.6,0.38,0.62,0.15,0.46,0.5,0.04,0.82,0.58,0.17,0.41,0.5,0.29,0.08,0.11,0.11,0.12,0.19,0.21,0.23,0.21,0.29,0.17,0.21,0.02,0.0,0.07,0.55,0.49,0.57,0.47,0.04,0.25,0.95,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miamicity,9,0.01,0.32,0.03,0.71,0.02,0.02,0.6,0.5,0.44,0.72,0.0,0.0,0.09,0.21,0.23,0.39,0.77,0.35,0.61,0.12,0.16,0.18,0.03,0.11,0.34,0.27,0.02,0.54,0.4,0.5,0.21,0.6,0.19,0.41,0.56,0.45,0.35,0.47,0.37,0.58,0.56,0.28,0.53,0.56,0.66,0.62,0.36,0.41,0.0,0.07,0.0,0.0,0.29,0.24,0.33,0.0,0.01,0.01,0.01,0.98,0.02,0.1,0.09,0.25,0.25,0.28,0.61,0.06,0.53,0.5,0.03,0.59,0.62,0.14,0.68,0.35,0.58,0.26,0.02,0.02,0.03,0.06,0.09,0.08,0.07,0.49,0.18,0.21,0.02,0.0,0.01,0.57,0.57,0.65,0.7,0.02,0.12,0.01,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Livingstontownship,6,0.03,0.64,0.02,0.84,0.57,0.03,0.35,0.34,0.24,0.45,0.04,1.0,1.0,0.77,0.21,0.87,0.44,0.09,0.48,0.96,1.0,1.0,0.37,0.03,0.53,0.77,0.0,0.02,0.12,0.13,0.86,0.1,0.65,0.25,0.64,0.09,0.8,0.04,0.35,0.09,0.06,0.56,0.94,0.94,0.96,0.88,0.38,0.47,0.0,0.03,0.03,0.22,0.25,0.3,0.37,0.23,0.24,0.26,0.29,0.68,0.17,0.18,0.23,0.69,0.65,0.82,0.97,0.04,0.02,0.5,0.0,0.98,0.98,0.0,0.38,0.4,0.0,0.21,0.65,0.66,0.76,0.98,1.0,1.0,1.0,0.39,0.43,0.42,0.0,0.0,0.46,0.56,0.9,0.8,0.77,0.04,0.16,0.37,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlexanderCitycity,10,0.01,0.41,0.55,0.57,0.01,0.0,0.47,0.45,0.31,0.57,0.0,0.0,0.15,0.33,0.13,0.27,0.65,0.41,0.45,0.21,0.22,0.29,0.15,0.0,0.29,0.14,0.02,0.45,0.57,0.7,0.21,0.27,0.43,1.0,0.17,0.93,0.24,0.42,0.32,0.54,0.52,0.46,0.48,0.43,0.48,0.59,0.81,0.82,0.02,0.42,0.0,0.0,0.78,0.64,0.54,0.0,0.02,0.01,0.01,0.98,0.02,0.19,0.18,0.43,0.43,0.42,0.58,0.17,0.46,0.5,0.02,0.73,0.58,0.18,0.4,0.56,0.55,0.48,0.06,0.06,0.08,0.02,0.07,0.08,0.09,0.2,0.16,0.36,0.0,0.0,0.0,0.93,0.66,0.82,0.84,0.11,0.03,0.01,0.0,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Methuentown,7,0.05,0.48,0.02,0.92,0.08,0.09,0.36,0.42,0.26,0.55,0.06,0.95,0.43,0.51,0.18,0.51,0.6,0.29,0.63,0.46,0.36,0.35,0.33,0.31,0.29,0.26,0.03,0.18,0.4,0.45,0.29,0.49,0.48,0.61,0.38,0.41,0.45,0.28,0.43,0.32,0.31,0.54,0.69,0.68,0.73,0.61,0.64,0.62,0.02,0.17,0.02,0.16,0.19,0.26,0.3,0.08,0.08,0.11,0.11,0.71,0.18,0.27,0.26,0.51,0.58,0.34,0.68,0.09,0.46,0.5,0.04,0.81,0.64,0.15,0.38,0.42,0.11,0.06,0.39,0.37,0.34,0.35,0.48,0.53,0.46,0.47,0.59,0.58,0.0,0.0,0.21,0.84,0.78,0.88,0.85,0.06,0.15,0.1,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portervillecity,4,0.03,0.66,0.02,0.47,0.4,0.65,0.48,0.5,0.31,0.4,0.0,0.0,0.17,0.36,0.42,0.3,0.55,1.0,0.48,0.17,0.15,0.21,0.13,0.19,0.15,0.21,0.07,0.71,0.79,0.69,0.18,0.89,0.24,0.21,0.59,0.38,0.32,0.51,0.48,0.64,0.61,0.69,0.44,0.46,0.41,0.48,0.39,0.35,0.03,0.45,0.03,0.46,0.55,0.56,0.63,0.54,0.55,0.51,0.53,0.43,0.68,0.64,0.6,0.64,0.54,0.76,0.39,0.65,0.58,0.0,0.02,0.82,0.45,0.16,0.31,0.71,0.37,0.25,0.15,0.13,0.13,0.23,0.25,0.25,0.27,0.72,0.54,0.31,0.07,0.02,0.49,0.56,0.38,0.65,0.75,0.03,0.22,0.02,0.0,0.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshkoshcity,7,0.07,0.42,0.02,0.95,0.13,0.01,0.62,0.69,0.62,0.44,0.09,1.0,0.22,0.52,0.13,0.6,0.53,0.3,0.47,0.26,0.23,0.22,0.18,0.15,0.2,0.24,0.06,0.33,0.29,0.36,0.31,0.27,0.49,0.63,0.46,0.56,0.35,0.4,0.63,0.36,0.39,0.4,0.63,0.7,0.7,0.56,0.57,0.64,0.01,0.14,0.01,0.39,0.39,0.41,0.51,0.08,0.07,0.07,0.07,0.94,0.04,0.15,0.13,0.34,0.4,0.3,0.5,0.07,0.51,0.5,0.04,0.86,0.47,0.04,0.44,0.27,0.15,0.21,0.09,0.08,0.08,0.22,0.24,0.24,0.23,0.45,0.4,0.4,0.01,0.0,0.08,0.87,0.47,0.61,0.83,0.05,0.26,0.11,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Westbrookcity,7,0.01,0.38,0.01,0.98,0.03,0.01,0.38,0.51,0.32,0.43,0.03,1.0,0.3,0.61,0.19,0.44,0.48,0.31,0.58,0.32,0.28,0.26,0.37,0.16,0.24,0.14,0.01,0.25,0.25,0.35,0.2,0.28,0.59,0.46,0.35,0.49,0.3,0.48,0.37,0.55,0.54,0.4,0.57,0.6,0.63,0.47,0.69,0.78,0.0,0.14,0.0,0.16,0.16,0.22,0.21,0.03,0.02,0.03,0.02,0.86,0.07,0.1,0.11,0.42,0.47,0.37,0.54,0.04,0.55,0.0,0.01,0.86,0.52,0.2,0.39,0.25,0.12,0.11,0.25,0.24,0.22,0.35,0.4,0.44,0.39,0.52,0.44,0.4,0.0,0.0,0.06,0.84,0.57,0.79,0.77,0.05,0.08,0.12,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EastRidgecity,6,0.02,0.27,0.01,0.98,0.07,0.01,0.34,0.44,0.28,0.58,0.03,1.0,0.25,0.56,0.16,0.43,0.54,0.1,0.52,0.25,0.3,0.29,0.42,0.16,0.33,0.19,0.01,0.19,0.3,0.41,0.24,0.26,0.53,0.4,0.32,0.38,0.37,0.58,0.24,0.64,0.64,0.28,0.61,0.62,0.8,0.54,0.55,0.68,0.0,0.05,0.0,0.1,0.07,0.26,0.51,0.01,0.01,0.03,0.05,0.95,0.03,0.07,0.07,0.29,0.31,0.28,0.55,0.05,0.55,0.0,0.03,0.8,0.54,0.09,0.28,0.42,0.14,0.16,0.1,0.09,0.08,0.29,0.26,0.26,0.29,0.28,0.25,0.26,0.0,0.0,0.05,0.61,0.55,0.74,0.59,0.02,0.21,0.0,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hesperiacity,6,0.06,0.65,0.05,0.78,0.09,0.35,0.45,0.45,0.26,0.37,0.08,1.0,0.32,0.42,0.17,0.3,0.52,0.57,0.59,0.28,0.22,0.21,0.27,0.24,0.25,0.29,0.06,0.32,0.3,0.5,0.09,0.61,0.3,0.26,0.18,0.5,0.22,0.52,0.27,0.52,0.54,0.66,0.69,0.66,0.66,0.63,0.08,0.08,0.02,0.2,0.02,0.29,0.37,0.4,0.39,0.14,0.15,0.15,0.13,0.78,0.14,0.49,0.51,0.71,0.66,0.76,0.67,0.37,0.37,0.5,0.04,0.83,0.7,0.17,0.29,0.88,0.25,0.2,0.24,0.24,0.23,0.44,0.42,0.48,0.44,0.85,0.75,0.36,0.0,0.0,0.19,0.56,0.3,0.4,0.76,0.14,0.09,0.01,0.0,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NorthBergentownship,8,0.06,0.39,0.04,0.76,0.29,0.76,0.3,0.46,0.26,0.5,0.08,1.0,0.36,0.53,0.07,0.45,0.53,0.31,0.36,0.39,0.36,0.36,0.46,0.28,0.3,0.47,0.04,0.24,0.63,0.62,0.28,0.5,0.51,0.47,0.22,0.53,0.38,0.45,0.46,0.5,0.5,0.53,0.61,0.62,0.59,0.57,0.45,0.43,0.03,0.32,0.13,0.25,0.3,0.35,0.42,0.68,0.72,0.76,0.85,0.01,0.95,0.36,0.31,0.42,0.59,0.37,0.28,0.34,0.8,0.0,0.12,0.55,0.25,0.14,0.32,0.23,0.12,0.59,0.43,0.43,0.41,0.31,0.41,0.56,0.4,0.35,0.75,0.68,0.01,0.0,1.0,0.37,0.65,0.71,0.63,0.01,0.78,1.0,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolphtownship,9,0.02,0.56,0.06,0.87,0.33,0.06,0.44,0.44,0.27,0.17,0.03,0.79,0.87,0.83,0.24,0.8,0.26,0.08,0.31,0.88,0.74,0.73,0.56,0.1,0.6,0.61,0.0,0.05,0.1,0.12,0.79,0.16,0.72,0.45,0.48,0.14,0.81,0.23,0.36,0.25,0.25,0.61,0.91,0.93,0.94,0.84,0.29,0.43,0.0,0.05,0.01,0.31,0.31,0.42,0.44,0.2,0.18,0.22,0.21,0.8,0.08,0.2,0.21,0.62,0.77,0.21,0.77,0.06,0.3,0.5,0.01,0.85,0.66,0.05,0.32,0.67,0.03,0.13,0.66,0.69,0.73,0.78,0.67,0.68,0.64,0.37,0.62,0.39,0.0,0.0,0.27,0.51,0.61,0.65,0.57,0.06,0.08,0.11,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chillicothecity,3,0.02,0.32,0.15,0.87,0.04,0.01,0.37,0.39,0.25,0.61,0.0,0.0,0.18,0.22,0.21,0.46,0.64,0.59,0.68,0.23,0.25,0.24,0.3,0.27,0.58,0.41,0.04,0.52,0.37,0.53,0.21,0.73,0.24,0.55,0.49,0.55,0.37,0.65,0.3,0.67,0.69,0.37,0.47,0.52,0.42,0.56,0.4,0.39,0.01,0.21,0.0,0.45,0.33,0.41,0.4,0.04,0.03,0.03,0.03,0.96,0.04,0.15,0.13,0.33,0.34,0.35,0.51,0.07,0.55,0.0,0.04,0.71,0.51,0.14,0.67,0.15,0.51,0.17,0.07,0.07,0.08,0.1,0.13,0.14,0.16,0.55,0.26,0.42,0.0,0.0,0.03,0.88,0.62,0.82,0.83,0.02,0.23,0.05,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Readingtontownship,10,0.01,0.57,0.01,0.97,0.11,0.03,0.39,0.42,0.27,0.24,0.0,0.0,0.84,0.8,0.57,0.72,0.3,0.08,0.3,0.78,0.67,0.64,0.55,0.0,0.53,1.0,0.0,0.02,0.15,0.2,0.57,0.11,0.75,0.44,0.36,0.22,0.7,0.2,0.38,0.16,0.18,0.58,0.94,0.94,0.98,0.92,0.26,0.4,0.0,0.01,0.01,0.18,0.32,0.33,0.28,0.09,0.13,0.12,0.1,0.86,0.06,0.23,0.25,0.63,0.64,0.4,0.89,0.04,0.21,0.5,0.01,0.88,0.86,0.13,0.75,0.71,0.06,0.23,0.61,0.67,0.67,0.66,0.77,0.94,0.82,0.6,0.62,0.53,0.01,0.0,0.2,0.67,0.69,0.53,0.73,0.14,0.02,0.06,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WiltonManorscity,2,0.0,0.19,0.18,0.82,0.07,0.11,0.16,0.31,0.15,0.56,0.02,1.0,0.25,0.57,0.12,0.45,0.48,0.09,0.27,0.3,0.39,0.42,0.17,0.17,0.24,0.32,0.01,0.33,0.19,0.33,0.24,0.22,0.62,0.15,0.37,0.27,0.36,0.94,0.52,0.86,0.93,0.26,0.44,0.5,0.51,0.27,0.71,0.8,0.01,0.26,0.01,0.51,0.56,0.56,0.57,0.5,0.48,0.44,0.42,0.73,0.28,0.19,0.13,0.18,0.19,0.22,0.48,0.22,0.77,0.0,0.03,0.62,0.48,0.14,0.32,0.52,0.33,0.11,0.21,0.2,0.2,0.42,0.37,0.38,0.39,0.67,0.46,0.37,0.01,0.0,0.42,0.14,0.43,0.63,0.45,0.0,0.51,0.14,0.0,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SouthHadleytown,9,0.01,0.54,0.02,0.94,0.15,0.02,0.67,0.61,0.59,0.51,0.03,0.97,0.45,0.54,0.03,0.67,0.63,0.19,0.78,0.47,0.38,0.38,0.46,0.0,0.11,0.25,0.01,0.1,0.17,0.27,0.41,0.16,0.56,0.38,0.69,0.3,0.48,0.38,0.36,0.23,0.3,0.41,0.74,0.75,0.84,0.69,0.72,0.7,0.0,0.07,0.01,0.62,0.53,0.46,0.41,0.23,0.17,0.14,0.11,0.82,0.05,0.14,0.14,0.4,0.46,0.25,0.72,0.05,0.46,0.5,0.02,0.79,0.67,0.09,0.66,0.33,0.04,0.13,0.33,0.32,0.31,0.38,0.42,0.48,0.43,0.26,0.36,0.54,0.0,0.0,0.15,0.73,0.61,0.45,0.56,0.05,0.08,0.05,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocktoncity,4,0.13,0.53,0.25,0.7,0.1,0.12,0.42,0.53,0.35,0.38,0.15,1.0,0.33,0.54,0.13,0.33,0.45,0.71,0.39,0.36,0.28,0.31,0.25,0.17,0.24,0.25,0.11,0.35,0.26,0.44,0.19,0.61,0.48,0.39,0.39,0.51,0.28,0.47,0.59,0.55,0.53,0.62,0.44,0.45,0.39,0.44,0.47,0.47,0.11,0.55,0.07,0.38,0.5,0.52,0.53,0.3,0.34,0.32,0.31,0.7,0.22,0.4,0.37,0.55,0.68,0.42,0.47,0.18,0.54,0.5,0.13,0.72,0.42,0.37,0.38,0.31,0.29,0.55,0.35,0.32,0.27,0.33,0.45,0.53,0.47,0.66,0.56,0.68,0.15,0.02,0.33,0.79,0.62,0.66,0.79,0.06,0.36,0.31,0.34,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
